BOOKING_ID,Name,ORDER_ID,RESERVATION_DATE,Reservation_Time,Arrival_TIME,PEOPLE,REQUIRED_PREPAY,PURPOSE,STATUS_ORDER,TABLE_NUMBER
37,Daniel Michael Adams,,02/01/2015,11:15:00 AM,,6,FALSE,Dinner with Friends,Cancelled,8
39,Jessica Matthew Mitchell,71,02/01/2015,11:30:00 AM,11:40:00 AM,1,FALSE,Single Dinner,Ok,3
40,Jonathan Ava Martinez,72,02/01/2015,11:45:00 AM,11:57:00 AM,1,FALSE,Single Dinner,Ok,1
41,Bob Evelyn King,74,02/01/2015,12:00:00 PM,12:01:00 PM,4,FALSE,Dinner with Friends,Ok,6
42,Victoria Aria Stewart,76,02/01/2015,12:15:00 PM,12:21:00 PM,4,FALSE,Dinner with Friends,Ok,7
43,Ava Edward Martinez,78,02/01/2015,12:15:00 PM,12:28:00 PM,6,FALSE,Dinner with Friends,Ok,8
44,Brandon Evelyn Jones,79,02/01/2015,12:15:00 PM,12:29:00 PM,3,FALSE,Dinner with Friends,Ok,4
45,Anthony Chloe Young,84,02/01/2015,1:00:00 PM,1:13:00 PM,1,FALSE,Single Dinner,Ok,1
46,Isabella Thomas Smith,85,02/01/2015,1:30:00 PM,1:34:00 PM,4,FALSE,Dinner with Friends,Ok,6
47,Ryan John Miller,88,02/01/2015,2:00:00 PM,2:10:00 PM,1,FALSE,Single Dinner,Ok,2
48,Jonathan Evelyn Brown,91,02/01/2015,3:00:00 PM,3:14:00 PM,3,FALSE,Dinner with Friends,Ok,5
50,Alyssa Chloe Jones,94,02/01/2015,4:15:00 PM,4:17:00 PM,2,FALSE,Sweet Anniversary,Ok,1
49,Ava Liam Baker,,02/01/2015,4:00:00 PM,,10,FALSE,Important Date,Cancelled,10
51,Jonathan Emily Smith,99,02/01/2015,5:45:00 PM,5:45:00 PM,1,FALSE,Single Dinner,Ok,3
52,Alyssa Joseph Nelson,100,02/01/2015,5:45:00 PM,5:46:00 PM,1,FALSE,Single Dinner,Ok,1
53,Eva Scarlett Nelson,101,02/01/2015,5:45:00 PM,5:51:00 PM,4,FALSE,Dinner with Friends,Ok,6
54,Jessica Nathan Edwards,107,02/01/2015,6:15:00 PM,6:25:00 PM,4,FALSE,Dinner with Friends,Ok,7
55,Andrew Ruby Perez,108,02/01/2015,6:15:00 PM,6:25:00 PM,3,FALSE,Dinner with Friends,Ok,5
56,Anna Lucy Harris,111,02/01/2015,6:30:00 PM,6:38:00 PM,4,FALSE,Dinner with Friends,Ok,7
57,Joshua Lily Baker,113,02/01/2015,6:45:00 PM,6:50:00 PM,3,FALSE,Dinner with Friends,Ok,4
58,Daniel Anna Johnson,117,02/01/2015,7:15:00 PM,7:23:00 PM,2,FALSE,Sweet Anniversary,Ok,2
59,John Ethan Miller,118,02/01/2015,7:15:00 PM,7:26:00 PM,2,FALSE,Sweet Anniversary,Ok,3
60,Brianna Sophie Lewis,119,02/01/2015,7:30:00 PM,7:32:00 PM,1,FALSE,Single Dinner,Ok,1
61,Emma Aria Hill,122,02/01/2015,7:45:00 PM,7:50:00 PM,1,FALSE,Single Dinner,Ok,2
62,Ava Grace Williams,126,02/01/2015,8:45:00 PM,8:53:00 PM,1,FALSE,Single Dinner,Ok,3
63,John Scarlett Martin,130,02/01/2015,9:00:00 PM,9:14:00 PM,4,FALSE,Dinner with Friends,Ok,6
64,William Sophia Brown,131,02/01/2015,9:30:00 PM,9:33:00 PM,4,FALSE,Dinner with Friends,Ok,6
65,Zachary James Anderson,133,02/01/2015,10:00:00 PM,10:00:00 PM,3,FALSE,Dinner with Friends,Ok,4
66,David Amelia Taylor,134,02/01/2015,10:00:00 PM,10:13:00 PM,3,FALSE,Dinner with Friends,Ok,5
67,Hailey George Gonzalez,135,02/01/2015,10:15:00 PM,10:29:00 PM,1,FALSE,Single Dinner,Ok,1
68,Andrew Daniel Parker,136,02/01/2015,10:30:00 PM,10:32:00 PM,2,FALSE,Sweet Anniversary,Ok,2
69,Hailey Ava Williams,139,03/01/2015,11:45:00 AM,11:57:00 AM,1,FALSE,Single Dinner,Ok,3
70,Kayla Ethan Nelson,141,03/01/2015,1:15:00 PM,1:16:00 PM,1,FALSE,Single Dinner,Ok,2
72,Daniel Evelyn Johnson,147,03/01/2015,2:30:00 PM,2:32:00 PM,1,FALSE,Single Dinner,Ok,3
71,Jonathan Nathan Rodriguez,,03/01/2015,1:15:00 PM,,8,FALSE,Birthday Celebration,Cancelled,9
73,Bob Nicholas Gonzalez,150,03/01/2015,2:45:00 PM,2:49:00 PM,1,FALSE,Single Dinner,Ok,1
74,Kevin Aria Smith,154,03/01/2015,3:15:00 PM,3:22:00 PM,1,FALSE,Single Dinner,Ok,2
75,Christopher Isabelle Garcia,155,03/01/2015,3:15:00 PM,3:28:00 PM,4,FALSE,Dinner with Friends,Ok,7
76,Abigail Andrew Hall,157,03/01/2015,3:30:00 PM,3:43:00 PM,4,FALSE,Dinner with Friends,Ok,6
77,Isabella Andrew Taylor,158,03/01/2015,3:45:00 PM,3:54:00 PM,2,FALSE,Sweet Anniversary,Ok,1
78,Kayla Ruby King,159,03/01/2015,3:45:00 PM,3:59:00 PM,2,FALSE,Sweet Anniversary,Ok,2
79,Anna Nicholas Garcia,160,03/01/2015,4:30:00 PM,4:35:00 PM,1,FALSE,Single Dinner,Ok,3
80,Alyssa Zoe Hernandez,162,03/01/2015,4:45:00 PM,4:51:00 PM,1,FALSE,Single Dinner,Ok,1
81,Hailey Sophie Wilson,164,03/01/2015,4:45:00 PM,4:56:00 PM,2,FALSE,Sweet Anniversary,Ok,2
82,Zachary William Evans,166,03/01/2015,4:45:00 PM,4:58:00 PM,1,FALSE,Single Dinner,Ok,3
83,Brianna Samuel Robinson,169,03/01/2015,5:15:00 PM,5:15:00 PM,3,FALSE,Dinner with Friends,Ok,4
84,Brandon Charles White,171,03/01/2015,5:15:00 PM,5:23:00 PM,1,FALSE,Single Dinner,Ok,2
85,Benjamin Evelyn Phillips,172,03/01/2015,5:15:00 PM,5:29:00 PM,3,FALSE,Dinner with Friends,Ok,5
86,Bob Charlotte Lopez,173,03/01/2015,5:30:00 PM,5:35:00 PM,3,FALSE,Dinner with Friends,Ok,4
87,Sophia Amelia Turner,174,03/01/2015,5:30:00 PM,5:37:00 PM,4,FALSE,Dinner with Friends,Ok,7
88,Isabella Ruby Martin,175,03/01/2015,5:45:00 PM,5:50:00 PM,1,FALSE,Single Dinner,Ok,3
89,Anna Jacob Williams,176,03/01/2015,5:45:00 PM,5:51:00 PM,2,FALSE,Sweet Anniversary,Ok,1
90,Zachary Amelia Williams,179,03/01/2015,6:15:00 PM,6:20:00 PM,3,FALSE,Dinner with Friends,Ok,5
91,Matthew Thomas Moore,183,03/01/2015,6:45:00 PM,6:54:00 PM,3,FALSE,Dinner with Friends,Ok,4
92,Anthony Andrew Martin,184,03/01/2015,6:45:00 PM,6:59:00 PM,1,FALSE,Single Dinner,Ok,2
93,David Nicholas Hill,186,03/01/2015,7:30:00 PM,7:36:00 PM,4,FALSE,Dinner with Friends,Ok,6
95,Chloe Ethan Walker,188,03/01/2015,8:00:00 PM,8:08:00 PM,3,FALSE,Dinner with Friends,Ok,5
94,Sophia Christopher Martin,,03/01/2015,7:45:00 PM,,8,FALSE,Birthday Celebration,Cancelled,9
96,Benjamin David Mitchell,189,03/01/2015,8:00:00 PM,8:12:00 PM,2,FALSE,Sweet Anniversary,Ok,3
97,Mia Ella Lopez,192,03/01/2015,8:30:00 PM,8:30:00 PM,2,FALSE,Sweet Anniversary,Ok,1
99,Lauren Zoe Clark,193,03/01/2015,8:45:00 PM,8:55:00 PM,3,FALSE,Dinner with Friends,Ok,4
98,Eva Joshua Wright,,03/01/2015,8:30:00 PM,,2,FALSE,Sweet Anniversary,Cancelled,3
100,Emma Aria Stewart,195,03/01/2015,9:15:00 PM,9:25:00 PM,1,FALSE,Single Dinner,Ok,2
101,Charlotte James Perez,196,03/01/2015,9:30:00 PM,9:40:00 PM,3,FALSE,Dinner with Friends,Ok,5
102,Joseph Mia Lewis,198,03/01/2015,9:45:00 PM,9:55:00 PM,2,FALSE,Sweet Anniversary,Ok,3
104,Michael Zoe Lee,202,03/01/2015,10:45:00 PM,10:50:00 PM,1,FALSE,Single Dinner,Ok,1
103,Samantha Elizabeth Walker,,03/01/2015,10:30:00 PM,,8,FALSE,Birthday Celebration,Cancelled,9
105,Joseph Charlotte Thomas,203,04/01/2015,11:30:00 AM,11:30:00 AM,4,FALSE,Dinner with Friends,Ok,7
106,Daniel Joshua Carter,204,04/01/2015,11:30:00 AM,11:36:00 AM,1,FALSE,Single Dinner,Ok,2
107,Abigail Evelyn Young,205,04/01/2015,11:30:00 AM,11:43:00 AM,3,FALSE,Dinner with Friends,Ok,4
108,Charlotte Joshua Wilson,206,04/01/2015,11:45:00 AM,11:45:00 AM,3,FALSE,Dinner with Friends,Ok,5
109,Isabella Michael Wright,207,04/01/2015,12:00:00 PM,12:03:00 PM,1,FALSE,Single Dinner,Ok,3
110,Joseph Anna Davis,208,04/01/2015,12:00:00 PM,12:12:00 PM,5,FALSE,Dinner with Friends,Ok,8
111,Justin David Sanchez,211,04/01/2015,12:45:00 PM,12:54:00 PM,1,FALSE,Single Dinner,Ok,1
112,Sophia Lucas Phillips,213,04/01/2015,1:15:00 PM,1:20:00 PM,1,FALSE,Single Dinner,Ok,2
113,Isabella Ethan Parker,214,04/01/2015,1:30:00 PM,1:39:00 PM,4,FALSE,Dinner with Friends,Ok,6
114,Emily Sophie Williams,218,04/01/2015,2:30:00 PM,2:35:00 PM,1,FALSE,Single Dinner,Ok,1
115,Robert Edward Rodriguez,217,04/01/2015,2:30:00 PM,2:35:00 PM,2,FALSE,Sweet Anniversary,Ok,3
116,Justin George Phillips,221,04/01/2015,3:30:00 PM,3:33:00 PM,3,FALSE,Dinner with Friends,Ok,4
117,Samantha Evelyn Turner,222,04/01/2015,3:45:00 PM,3:46:00 PM,2,FALSE,Sweet Anniversary,Ok,2
118,Joseph Lily Roberts,224,04/01/2015,4:30:00 PM,4:39:00 PM,4,FALSE,Dinner with Friends,Ok,7
119,Kevin Grace Green,226,04/01/2015,4:45:00 PM,4:59:00 PM,1,FALSE,Single Dinner,Ok,3
120,Kayla Emma Clark,227,04/01/2015,5:15:00 PM,5:24:00 PM,2,FALSE,Sweet Anniversary,Ok,1
121,Alexander Lily Jones,229,04/01/2015,5:30:00 PM,5:37:00 PM,3,FALSE,Dinner with Friends,Ok,5
122,Michael Ethan Young,230,04/01/2015,5:45:00 PM,5:58:00 PM,1,FALSE,Single Dinner,Ok,2
123,Bob Gabriel Nelson,231,04/01/2015,6:00:00 PM,6:04:00 PM,3,FALSE,Dinner with Friends,Ok,4
124,Thomas Emily Martin,232,04/01/2015,6:15:00 PM,6:21:00 PM,2,FALSE,Sweet Anniversary,Ok,3
125,Justin Marie Carter,237,04/01/2015,7:15:00 PM,7:27:00 PM,1,FALSE,Single Dinner,Ok,1
127,Alice Zoe Johnson,238,04/01/2015,7:45:00 PM,7:45:00 PM,1,FALSE,Single Dinner,Ok,2
126,Matthew Nathan Hall,,04/01/2015,7:30:00 PM,,7,FALSE,Birthday Celebration,Cancelled,9
128,Benjamin Ella Campbell,240,04/01/2015,8:00:00 PM,8:10:00 PM,1,FALSE,Single Dinner,Ok,3
129,Michael Isabelle Harris,241,04/01/2015,8:00:00 PM,8:11:00 PM,2,FALSE,Sweet Anniversary,Ok,1
130,Nicholas William King,244,04/01/2015,8:15:00 PM,8:26:00 PM,2,FALSE,Sweet Anniversary,Ok,2
131,Brianna Daniel Mitchell,246,04/01/2015,8:30:00 PM,8:30:00 PM,2,FALSE,Sweet Anniversary,Ok,3
132,Michael Matthew Stewart,249,04/01/2015,9:00:00 PM,9:06:00 PM,2,FALSE,Sweet Anniversary,Ok,1
133,Michael Ella Hall,250,04/01/2015,9:00:00 PM,9:07:00 PM,1,FALSE,Single Dinner,Ok,2
135,Matthew Adam Wright,252,04/01/2015,10:00:00 PM,10:13:00 PM,1,FALSE,Single Dinner,Ok,3
134,Ryan Charles Miller,,04/01/2015,9:00:00 PM,,9,FALSE,Important Date,Cancelled,10
136,David Ruby Roberts,253,04/01/2015,10:15:00 PM,10:16:00 PM,1,FALSE,Single Dinner,Ok,1
137,Thomas Lucy Allen,254,04/01/2015,10:15:00 PM,10:22:00 PM,3,FALSE,Dinner with Friends,Ok,5
139,Olivia William Allen,256,05/01/2015,11:45:00 AM,11:56:00 AM,1,FALSE,Single Dinner,Ok,2
140,Abigail Emily Garcia,257,05/01/2015,11:45:00 AM,11:59:00 AM,2,FALSE,Sweet Anniversary,Ok,3
138,James William Phillips,,04/01/2015,10:45:00 PM,,1,FALSE,Single Dinner,Cancelled,1
141,Christopher Gabriel Thompson,259,05/01/2015,12:00:00 PM,12:04:00 PM,1,FALSE,Single Dinner,Ok,3
142,Mia Ethan Thomas,260,05/01/2015,12:00:00 PM,12:06:00 PM,2,FALSE,Sweet Anniversary,Ok,1
144,Benjamin William Walker,264,05/01/2015,1:00:00 PM,1:03:00 PM,1,FALSE,Single Dinner,Ok,3
145,Kevin Thomas Thomas,267,05/01/2015,1:30:00 PM,1:37:00 PM,3,FALSE,Dinner with Friends,Ok,4
143,Lauren Joseph Thomas,,05/01/2015,12:00:00 PM,,4,FALSE,Dinner with Friends,Cancelled,7
146,Christopher Adam Young,268,05/01/2015,1:30:00 PM,1:40:00 PM,2,FALSE,Sweet Anniversary,Ok,2
147,Ava John Clark,274,05/01/2015,2:30:00 PM,2:36:00 PM,2,FALSE,Sweet Anniversary,Ok,1
148,Michael Amelia Robinson,275,05/01/2015,2:30:00 PM,2:38:00 PM,4,FALSE,Dinner with Friends,Ok,7
149,David Anna Miller,276,05/01/2015,3:15:00 PM,3:18:00 PM,2,FALSE,Sweet Anniversary,Ok,2
150,Thomas Grace Perez,280,05/01/2015,4:15:00 PM,4:20:00 PM,2,FALSE,Sweet Anniversary,Ok,3
151,William Olivia Hill,283,05/01/2015,4:45:00 PM,4:51:00 PM,1,FALSE,Single Dinner,Ok,1
152,Sophia Daniel Gonzalez,285,05/01/2015,4:45:00 PM,4:58:00 PM,1,FALSE,Single Dinner,Ok,2
153,Hannah Scarlett Evans,286,05/01/2015,5:00:00 PM,5:01:00 PM,2,FALSE,Sweet Anniversary,Ok,3
154,Hannah George Robinson,289,05/01/2015,5:30:00 PM,5:36:00 PM,1,FALSE,Single Dinner,Ok,1
155,Thomas Lily Allen,291,05/01/2015,5:30:00 PM,5:44:00 PM,3,FALSE,Dinner with Friends,Ok,4
156,Brianna Anna Johnson,293,05/01/2015,5:45:00 PM,5:58:00 PM,2,FALSE,Sweet Anniversary,Ok,3
157,James Ruby Adams,295,05/01/2015,6:15:00 PM,6:20:00 PM,1,FALSE,Single Dinner,Ok,1
158,Kayla Christopher Parker,296,05/01/2015,6:45:00 PM,6:46:00 PM,3,FALSE,Dinner with Friends,Ok,5
159,Thomas Sophie Wilson,297,05/01/2015,7:00:00 PM,7:02:00 PM,1,FALSE,Single Dinner,Ok,2
160,Isabella Andrew Stewart,301,05/01/2015,7:45:00 PM,7:45:00 PM,1,FALSE,Single Dinner,Ok,3
162,Zachary George Turner,306,05/01/2015,8:30:00 PM,8:37:00 PM,3,FALSE,Dinner with Friends,Ok,4
161,Anthony Henry Sanchez,,05/01/2015,8:00:00 PM,,4,FALSE,Dinner with Friends,Cancelled,6
164,Benjamin Matthew Nelson,317,06/01/2015,12:30:00 PM,12:31:00 PM,7,FALSE,Birthday Celebration,Ok,9
165,Sophia Charles Mitchell,320,06/01/2015,12:45:00 PM,12:46:00 PM,2,FALSE,Sweet Anniversary,Ok,2
163,Emma Anna Williams,,05/01/2015,8:45:00 PM,,5,FALSE,Dinner with Friends,Cancelled,8
166,Michael Lucas Campbell,319,06/01/2015,12:45:00 PM,12:46:00 PM,1,FALSE,Single Dinner,Ok,1
167,Olivia Chloe Hernandez,323,06/01/2015,1:00:00 PM,1:05:00 PM,1,FALSE,Single Dinner,Ok,3
168,Brianna Liam Hernandez,325,06/01/2015,1:00:00 PM,1:07:00 PM,2,FALSE,Sweet Anniversary,Ok,1
169,Chloe Nicholas Lopez,327,06/01/2015,1:00:00 PM,1:10:00 PM,1,FALSE,Single Dinner,Ok,3
170,Madison George Hernandez,326,06/01/2015,1:00:00 PM,1:10:00 PM,2,FALSE,Sweet Anniversary,Ok,2
171,Hailey Marie Thomas,328,06/01/2015,1:15:00 PM,1:16:00 PM,1,FALSE,Single Dinner,Ok,1
172,Madison Amelia Jackson,330,06/01/2015,1:15:00 PM,1:27:00 PM,14,TRUE,Anniversary Celebration,Ok,11
173,John Christopher Allen,333,06/01/2015,2:15:00 PM,2:16:00 PM,1,FALSE,Single Dinner,Ok,3
174,Zachary Adam White,336,06/01/2015,2:45:00 PM,2:51:00 PM,1,FALSE,Single Dinner,Ok,1
175,John Grace Jones,338,06/01/2015,3:15:00 PM,3:18:00 PM,3,FALSE,Dinner with Friends,Ok,4
176,Benjamin Ethan Collins,340,06/01/2015,3:30:00 PM,3:35:00 PM,1,FALSE,Single Dinner,Ok,2
177,Anthony Ruby Mitchell,343,06/01/2015,3:45:00 PM,3:45:00 PM,2,FALSE,Sweet Anniversary,Ok,3
178,Robert Madison Brown,345,06/01/2015,4:00:00 PM,4:01:00 PM,2,FALSE,Sweet Anniversary,Ok,2
179,James Jacob Scott,346,06/01/2015,4:30:00 PM,4:30:00 PM,4,FALSE,Dinner with Friends,Ok,7
180,Grace Edward Edwards,347,06/01/2015,4:30:00 PM,4:37:00 PM,3,FALSE,Dinner with Friends,Ok,5
181,Emma Mia Stewart,348,06/01/2015,4:45:00 PM,4:49:00 PM,3,FALSE,Dinner with Friends,Ok,4
182,Andrew Anna Jones,349,06/01/2015,5:15:00 PM,5:25:00 PM,1,FALSE,Single Dinner,Ok,3
183,Abigail Lucy Lopez,353,06/01/2015,5:45:00 PM,5:59:00 PM,3,FALSE,Dinner with Friends,Ok,5
184,Jessica Matthew Harris,355,06/01/2015,6:00:00 PM,6:14:00 PM,2,FALSE,Sweet Anniversary,Ok,1
185,Nicholas John Hill,357,06/01/2015,6:15:00 PM,6:27:00 PM,3,FALSE,Dinner with Friends,Ok,4
186,Brandon Anna Green,358,06/01/2015,6:30:00 PM,6:30:00 PM,1,FALSE,Single Dinner,Ok,2
187,Benjamin Anna Lopez,360,06/01/2015,6:45:00 PM,6:50:00 PM,3,FALSE,Dinner with Friends,Ok,5
188,Brianna Lucas Moore,361,06/01/2015,7:00:00 PM,7:12:00 PM,2,FALSE,Sweet Anniversary,Ok,3
189,Samantha Emily Young,362,06/01/2015,7:00:00 PM,7:13:00 PM,2,FALSE,Sweet Anniversary,Ok,1
190,David James Robinson,364,06/01/2015,7:15:00 PM,7:27:00 PM,2,FALSE,Sweet Anniversary,Ok,2
191,Hailey Andrew Perez,365,06/01/2015,7:30:00 PM,7:37:00 PM,3,FALSE,Dinner with Friends,Ok,4
192,Charlotte Anna Harris,368,06/01/2015,8:15:00 PM,8:28:00 PM,2,FALSE,Sweet Anniversary,Ok,3
193,Ryan Chloe Hill,372,06/01/2015,10:15:00 PM,10:26:00 PM,1,FALSE,Single Dinner,Ok,1
194,William Evelyn Lee,373,07/01/2015,11:45:00 AM,11:45:00 AM,3,FALSE,Dinner with Friends,Ok,5
195,William Christopher Scott,376,07/01/2015,12:00:00 PM,12:01:00 PM,2,FALSE,Sweet Anniversary,Ok,3
196,Chloe Ava Allen,377,07/01/2015,12:00:00 PM,12:03:00 PM,2,FALSE,Sweet Anniversary,Ok,1
197,Brandon Joseph Young,378,07/01/2015,12:15:00 PM,12:19:00 PM,1,FALSE,Single Dinner,Ok,2
198,Anthony Gabriel Wilson,379,07/01/2015,12:15:00 PM,12:25:00 PM,1,FALSE,Single Dinner,Ok,3
199,Samantha Sophia Lee,381,07/01/2015,12:30:00 PM,12:33:00 PM,1,FALSE,Single Dinner,Ok,2
200,James David Moore,382,07/01/2015,12:30:00 PM,12:33:00 PM,2,FALSE,Sweet Anniversary,Ok,3
201,Olivia Madison Gonzalez,383,07/01/2015,12:30:00 PM,12:43:00 PM,1,FALSE,Single Dinner,Ok,1
202,Nicholas Madison Wilson,384,07/01/2015,12:45:00 PM,12:51:00 PM,4,FALSE,Dinner with Friends,Ok,6
203,Nicholas Grace Wilson,386,07/01/2015,12:45:00 PM,12:58:00 PM,3,FALSE,Dinner with Friends,Ok,4
204,Lauren Ava Taylor,387,07/01/2015,1:00:00 PM,1:03:00 PM,7,FALSE,Birthday Celebration,Ok,9
205,Eva Jacob Wilson,388,07/01/2015,1:00:00 PM,1:04:00 PM,4,FALSE,Dinner with Friends,Ok,7
206,Robert William Thompson,389,07/01/2015,1:00:00 PM,1:10:00 PM,1,FALSE,Single Dinner,Ok,2
207,Kayla Mia Miller,391,07/01/2015,1:15:00 PM,1:25:00 PM,1,FALSE,Single Dinner,Ok,3
208,Thomas Isabelle Baker,397,07/01/2015,2:30:00 PM,2:31:00 PM,3,FALSE,Dinner with Friends,Ok,5
209,Hannah Gabriel Rodriguez,399,07/01/2015,3:45:00 PM,3:47:00 PM,4,FALSE,Dinner with Friends,Ok,6
210,Abigail William Carter,400,07/01/2015,4:00:00 PM,4:03:00 PM,2,FALSE,Sweet Anniversary,Ok,1
211,Hannah Amelia Anderson,401,07/01/2015,4:00:00 PM,4:08:00 PM,1,FALSE,Single Dinner,Ok,2
212,Ryan Lucy Harris,404,07/01/2015,4:30:00 PM,4:39:00 PM,1,FALSE,Single Dinner,Ok,3
213,Olivia Olivia Brown,406,07/01/2015,4:45:00 PM,4:50:00 PM,3,FALSE,Dinner with Friends,Ok,4
214,Madison Ruby Johnson,407,07/01/2015,4:45:00 PM,4:56:00 PM,3,FALSE,Dinner with Friends,Ok,5
215,Justin Christopher Garcia,408,07/01/2015,5:00:00 PM,5:09:00 PM,2,FALSE,Sweet Anniversary,Ok,1
216,Christopher Grace Jackson,409,07/01/2015,5:15:00 PM,5:15:00 PM,1,FALSE,Single Dinner,Ok,2
217,Isabella Lily Nelson,411,07/01/2015,5:45:00 PM,5:58:00 PM,2,FALSE,Sweet Anniversary,Ok,3
218,Michael Sophie White,412,07/01/2015,6:00:00 PM,6:07:00 PM,2,FALSE,Sweet Anniversary,Ok,1
219,Alexander Zoe Brown,417,07/01/2015,6:15:00 PM,6:24:00 PM,1,FALSE,Single Dinner,Ok,3
220,Anna Amelia Adams,419,07/01/2015,7:00:00 PM,7:02:00 PM,4,FALSE,Dinner with Friends,Ok,7
221,Robert Andrew Rodriguez,420,07/01/2015,7:00:00 PM,7:04:00 PM,2,FALSE,Sweet Anniversary,Ok,2
222,Grace Gabriel Thomas,422,07/01/2015,7:30:00 PM,7:30:00 PM,3,FALSE,Dinner with Friends,Ok,5
223,Anna William Scott,423,07/01/2015,7:45:00 PM,7:45:00 PM,2,FALSE,Sweet Anniversary,Ok,3
